,Unnamed: 0,Station,Arrive,Depart,Train
2595,1,神田(東京),2021-11-22 08:01:00,2021-11-22 08:01:00,07-59-豊田-快速
2596,2,御茶ノ水,2021-11-22 08:04:00,2021-11-22 08:04:00,07-59-豊田-快速
2597,3,四ツ谷,2021-11-22 08:08:00,2021-11-22 08:08:00,07-59-豊田-快速
2598,4,新宿,2021-11-22 08:14:00,2021-11-22 08:14:00,07-59-豊田-快速
2599,5,中野(東京),2021-11-22 08:18:00,2021-11-22 08:18:00,07-59-豊田-快速
2600,6,高円寺,2021-11-22 08:20:00,2021-11-22 08:20:00,07-59-豊田-快速
2601,7,阿佐ケ谷,2021-11-22 08:22:00,2021-11-22 08:22:00,07-59-豊田-快速
2602,8,荻窪,2021-11-22 08:24:00,2021-11-22 08:24:00,07-59-豊田-快速
2603,9,西荻窪,2021-11-22 08:26:00,2021-11-22 08:26:00,07-59-豊田-快速
2604,10,吉祥寺,2021-11-22 08:28:00,2021-11-22 08:28:00,07-59-豊田-快速
2605,11,三鷹,2021-11-22 08:31:00,2021-11-22 08:31:00,07-59-豊田-快速
2606,12,武蔵境,2021-11-22 08:34:00,2021-11-22 08:34:00,07-59-豊田-快速
2607,13,東小金井,2021-11-22 08:36:00,2021-11-22 08:36:00,07-59-豊田-快速
2608,14,武蔵小金井,2021-11-22 08:38:00,2021-11-22 08:38:00,07-59-豊田-快速
2609,15,国分寺,2021-11-22 08:41:00,2021-11-22 08:41:00,07-59-豊田-快速
2610,16,西国分寺,2021-11-22 08:43:00,2021-11-22 08:43:00,07-59-豊田-快速
2611,17,国立,2021-11-22 08:45:00,2021-11-22 08:45:00,07-59-豊田-快速
2612,18,立川,2021-11-22 08:49:00,2021-11-22 08:49:00,07-59-豊田-快速
2613,19,日野(東京),2021-11-22 08:52:00,2021-11-22 08:52:00,07-59-豊田-快速
2614,20,豊田,2021-11-22 08:55:00,,07-59-豊田-快速
2615,0,東京,,2021-11-22 17:17:00,17-17-武蔵小金井-快速
2616,1,神田(東京),2021-11-22 17:19:00,2021-11-22 17:19:00,17-17-武蔵小金井-快速
2617,2,御茶ノ水,2021-11-22 17:22:00,2021-11-22 17:22:00,17-17-武蔵小金井-快速
2618,3,四ツ谷,2021-11-22 17:26:00,2021-11-22 17:26:00,17-17-武蔵小金井-快速
2619,4,新宿,2021-11-22 17:32:00,2021-11-22 17:32:00,17-17-武蔵小金井-快速
2620,5,中野(東京),2021-11-22 17:37:00,2021-11-22 17:37:00,17-17-武蔵小金井-快速
2621,6,高円寺,2021-11-22 17:39:00,2021-11-22 17:39:00,17-17-武蔵小金井-快速
2622,7,阿佐ケ谷,2021-11-22 17:41:00,2021-11-22 17:41:00,17-17-武蔵小金井-快速
2623,8,荻窪,2021-11-22 17:43:00,2021-11-22 17:43:00,17-17-武蔵小金井-快速
2624,9,西荻窪,2021-11-22 17:45:00,2021-11-22 17:45:00,17-17-武蔵小金井-快速
2625,10,吉祥寺,2021-11-22 17:48:00,2021-11-22 17:48:00,17-17-武蔵小金井-快速
2626,11,三鷹,2021-11-22 17:54:00,2021-11-22 17:54:00,17-17-武蔵小金井-快速
2627,12,武蔵境,2021-11-22 17:56:00,2021-11-22 17:56:00,17-17-武蔵小金井-快速
2628,13,東小金井,2021-11-22 17:58:00,2021-11-22 17:58:00,17-17-武蔵小金井-快速
2629,14,武蔵小金井,2021-11-22 18:01:00,,17-17-武蔵小金井-快速
2630,0,東京,,2021-11-22 09:18:00,09-18-豊田-快速
2631,1,神田(東京),2021-11-22 09:20:00,2021-11-22 09:20:00,09-18-豊田-快速
2632,2,御茶ノ水,2021-11-22 09:22:00,2021-11-22 09:22:00,09-18-豊田-快速
2633,3,四ツ谷,2021-11-22 09:27:00,2021-11-22 09:27:00,09-18-豊田-快速
2634,4,新宿,2021-11-22 09:33:00,2021-11-22 09:33:00,09-18-豊田-快速
2635,5,中野(東京),2021-11-22 09:38:00,2021-11-22 09:38:00,09-18-豊田-快速
2636,6,高円寺,2021-11-22 09:40:00,2021-11-22 09:40:00,09-18-豊田-快速
2637,7,阿佐ケ谷,2021-11-22 09:41:00,2021-11-22 09:41:00,09-18-豊田-快速
2638,8,荻窪,2021-11-22 09:44:00,2021-11-22 09:44:00,09-18-豊田-快速
2639,9,西荻窪,2021-11-22 09:46:00,2021-11-22 09:46:00,09-18-豊田-快速
2640,10,吉祥寺,2021-11-22 09:48:00,2021-11-22 09:48:00,09-18-豊田-快速
2641,11,三鷹,2021-11-22 09:52:00,2021-11-22 09:52:00,09-18-豊田-快速
2642,12,武蔵境,2021-11-22 09:55:00,2021-11-22 09:55:00,09-18-豊田-快速
2643,13,東小金井,2021-11-22 09:57:00,2021-11-22 09:57:00,09-18-豊田-快速
2644,14,武蔵小金井,2021-11-22 09:59:00,2021-11-22 09:59:00,09-18-豊田-快速
2645,15,国分寺,2021-11-22 10:02:00,2021-11-22 10:02:00,09-18-豊田-快速
2646,16,西国分寺,2021-11-22 10:04:00,2021-11-22 10:04:00,09-18-豊田-快速
2647,17,国立,2021-11-22 10:07:00,2021-11-22 10:07:00,09-18-豊田-快速
2648,18,立川,2021-11-22 10:12:00,2021-11-22 10:12:00,09-18-豊田-快速
2649,19,日野(東京),2021-11-22 10:15:00,2021-11-22 10:15:00,09-18-豊田-快速
2650,20,豊田,2021-11-22 10:18:00,,09-18-豊田-快速
2651,0,東京,,2021-11-22 19:37:00,19-37-青梅-快速
2652,1,神田(東京),2021-11-22 19:39:00,2021-11-22 19:39:00,19-37-青梅-快速
2653,2,御茶ノ水,2021-11-22 19:42:00,2021-11-22 19:42:00,19-37-青梅-快速
2654,3,四ツ谷,2021-11-22 19:46:00,2021-11-22 19:46:00,19-37-青梅-快速
2655,4,新宿,2021-11-22 19:52:00,2021-11-22 19:52:00,19-37-青梅-快速
2656,5,中野(東京),2021-11-22 19:56:00,2021-11-22 19:56:00,19-37-青梅-快速
2657,6,高円寺,2021-11-22 19:58:00,2021-11-22 19:58:00,19-37-青梅-快速
2658,7,阿佐ケ谷,2021-11-22 20:00:00,2021-11-22 20:00:00,19-37-青梅-快速
2659,8,荻窪,2021-11-22 20:02:00,2021-11-22 20:02:00,19-37-青梅-快速
2660,9,西荻窪,2021-11-22 20:05:00,2021-11-22 20:05:00,19-37-青梅-快速
2661,10,吉祥寺,2021-11-22 20:07:00,2021-11-22 20:07:00,19-37-青梅-快速
2662,11,三鷹,2021-11-22 20:10:00,2021-11-22 20:10:00,19-37-青梅-快速
2663,12,武蔵境,2021-11-22 20:12:00,2021-11-22 20:12:00,19-37-青梅-快速
2664,13,東小金井,2021-11-22 20:14:00,2021-11-22 20:14:00,19-37-青梅-快速
2665,14,武蔵小金井,2021-11-22 20:21:00,2021-11-22 20:21:00,19-37-青梅-快速
2666,15,国分寺,2021-11-22 20:24:00,2021-11-22 20:24:00,19-37-青梅-快速
2667,16,西国分寺,2021-11-22 20:26:00,2021-11-22 20:26:00,19-37-青梅-快速
2668,17,国立,2021-11-22 20:28:00,2021-11-22 20:28:00,19-37-青梅-快速
2669,18,立川,2021-11-22 20:32:00,2021-11-22 20:32:00,19-37-青梅-快速
2670,19,西立川,2021-11-22 20:36:00,2021-11-22 20:36:00,19-37-青梅-快速
2671,20,東中神,2021-11-22 20:37:00,2021-11-22 20:37:00,19-37-青梅-快速
2672,21,中神,2021-11-22 20:39:00,2021-11-22 20:39:00,19-37-青梅-快速
2673,22,昭島,2021-11-22 20:41:00,2021-11-22 20:41:00,19-37-青梅-快速
2674,23,拝島,2021-11-22 20:44:00,2021-11-22 20:45:00,19-37-青梅-快速
2675,24,牛浜,2021-11-22 20:48:00,2021-11-22 20:48:00,19-37-青梅-快速
2676,25,福生,2021-11-22 20:49:00,2021-11-22 20:49:00,19-37-青梅-快速
2677,26,羽村,2021-11-22 20:52:00,2021-11-22 20:52:00,19-37-青梅-快速
2678,27,小作,2021-11-22 20:55:00,2021-11-22 20:55:00,19-37-青梅-快速
2679,28,河辺,2021-11-22 20:58:00,2021-11-22 20:58:00,19-37-青梅-快速
2680,29,東青梅,2021-11-22 21:00:00,2021-11-22 21:00:00,19-37-青梅-快速
2681,30,青梅,2021-11-22 21:03:00,,19-37-青梅-快速
2682,0,東京,,2021-11-22 18:51:00,18-51-立川-快速
2683,1,神田(東京),2021-11-22 18:53:00,2021-11-22 18:53:00,18-51-立川-快速
2684,2,御茶ノ水,2021-11-22 18:55:00,2021-11-22 18:55:00,18-51-立川-快速
2685,3,四ツ谷,2021-11-22 19:00:00,2021-11-22 19:00:00,18-51-立川-快速
2686,4,新宿,2021-11-22 19:06:00,2021-11-22 19:06:00,18-51-立川-快速
2687,5,中野(東京),2021-11-22 19:10:00,2021-11-22 19:10:00,18-51-立川-快速
2688,6,高円寺,2021-11-22 19:12:00,2021-11-22 19:12:00,18-51-立川-快速
2689,7,阿佐ケ谷,2021-11-22 19:14:00,2021-11-22 19:14:00,18-51-立川-快速
2690,8,荻窪,2021-11-22 19:16:00,2021-11-22 19:16:00,18-51-立川-快速
2691,9,西荻窪,2021-11-22 19:18:00,2021-11-22 19:18:00,18-51-立川-快速
2692,10,吉祥寺,2021-11-22 19:21:00,2021-11-22 19:21:00,18-51-立川-快速
2693,11,三鷹,2021-11-22 19:28:00,2021-11-22 19:28:00,18-51-立川-快速
2694,12,武蔵境,2021-11-22 19:30:00,2021-11-22 19:30:00,18-51-立川-快速
2695,13,東小金井,2021-11-22 19:33:00,2021-11-22 19:33:00,18-51-立川-快速
2696,14,武蔵小金井,2021-11-22 19:35:00,2021-11-22 19:35:00,18-51-立川-快速
2697,15,国分寺,2021-11-22 19:39:00,2021-11-22 19:39:00,18-51-立川-快速
2698,16,西国分寺,2021-11-22 19:41:00,2021-11-22 19:41:00,18-51-立川-快速
2699,17,国立,2021-11-22 19:43:00,2021-11-22 19:43:00,18-51-立川-快速
2700,18,立川,2021-11-22 19:47:00,,18-51-立川-快速
2701,0,東京,,2021-11-22 19:15:00,19-15-竜王-かいじ
2702,1,新宿,2021-11-22 19:29:00,2021-11-22 19:30:00,19-15-竜王-かいじ
2703,2,立川,2021-11-22 19:59:00,2021-11-22 19:59:00,19-15-竜王-かいじ
2704,3,八王子,2021-11-22 20:07:00,2021-11-22 20:08:00,19-15-竜王-かいじ
2705,4,大月,2021-11-22 20:33:00,2021-11-22 20:34:00,19-15-竜王-かいじ
2706,5,塩山,2021-11-22 20:54:00,2021-11-22 20:55:00,19-15-竜王-かいじ
2707,6,山梨市,2021-11-22 20:59:00,2021-11-22 21:00:00,19-15-竜王-かいじ
2708,7,石和温泉,2021-11-22 21:04:00,2021-11-22 21:04:00,19-15-竜王-かいじ
2709,8,甲府,2021-11-22 21:10:00,2021-11-22 21:11:00,19-15-竜王-かいじ
2710,9,竜王,2021-11-22 21:15:00,,19-15-竜王-かいじ
2711,0,東京,,2021-11-22 21:41:00,21-41-豊田-快速
2712,1,神田(東京),2021-11-22 21:43:00,2021-11-22 21:43:00,21-41-豊田-快速
2713,2,御茶ノ水,2021-11-22 21:45:00,2021-11-22 21:45:00,21-41-豊田-快速
2714,3,四ツ谷,2021-11-22 21:50:00,2021-11-22 21:50:00,21-41-豊田-快速
2715,4,新宿,2021-11-22 21:56:00,2021-11-22 21:56:00,21-41-豊田-快速
2716,5,中野(東京),2021-11-22 22:00:00,2021-11-22 22:00:00,21-41-豊田-快速
2717,6,高円寺,2021-11-22 22:02:00,2021-11-22 22:02:00,21-41-豊田-快速
2718,7,阿佐ケ谷,2021-11-22 22:04:00,2021-11-22 22:04:00,21-41-豊田-快速
2719,8,荻窪,2021-11-22 22:06:00,2021-11-22 22:06:00,21-41-豊田-快速
2720,9,西荻窪,2021-11-22 22:08:00,2021-11-22 22:08:00,21-41-豊田-快速
2721,10,吉祥寺,2021-11-22 22:10:00,2021-11-22 22:10:00,21-41-豊田-快速
2722,11,三鷹,2021-11-22 22:16:00,2021-11-22 22:16:00,21-41-豊田-快速
2723,12,武蔵境,2021-11-22 22:18:00,2021-11-22 22:18:00,21-41-豊田-快速
2724,13,東小金井,2021-11-22 22:20:00,2021-11-22 22:20:00,21-41-豊田-快速
2725,14,武蔵小金井,2021-11-22 22:23:00,2021-11-22 22:23:00,21-41-豊田-快速
2726,15,国分寺,2021-11-22 22:30:00,2021-11-22 22:30:00,21-41-豊田-快速
2727,16,西国分寺,2021-11-22 22:32:00,2021-11-22 22:32:00,21-41-豊田-快速
2728,17,国立,2021-11-22 22:34:00,2021-11-22 22:34:00,21-41-豊田-快速
2729,18,立川,2021-11-22 22:42:00,2021-11-22 22:42:00,21-41-豊田-快速
2730,19,日野(東京),2021-11-22 22:46:00,2021-11-22 22:46:00,21-41-豊田-快速
2731,20,豊田,2021-11-22 22:49:00,,21-41-豊田-快速
2732,0,東京,,2021-11-22 09:02:00,09-02-豊田-快速
2733,1,神田(東京),2021-11-22 09:04:00,2021-11-22 09:04:00,09-02-豊田-快速
2734,2,御茶ノ水,2021-11-22 09:06:00,2021-11-22 09:06:00,09-02-豊田-快速
2735,3,四ツ谷,2021-11-22 09:11:00,2021-11-22 09:11:00,09-02-豊田-快速
2736,4,新宿,2021-11-22 09:18:00,2021-11-22 09:18:00,09-02-豊田-快速
2737,5,中野(東京),2021-11-22 09:22:00,2021-11-22 09:22:00,09-02-豊田-快速
2738,6,高円寺,2021-11-22 09:24:00,2021-11-22 09:24:00,09-02-豊田-快速
2739,7,阿佐ケ谷,2021-11-22 09:26:00,2021-11-22 09:26:00,09-02-豊田-快速
2740,8,荻窪,2021-11-22 09:28:00,2021-11-22 09:28:00,09-02-豊田-快速
2741,9,西荻窪,2021-11-22 09:30:00,2021-11-22 09:30:00,09-02-豊田-快速
2742,10,吉祥寺,2021-11-22 09:32:00,2021-11-22 09:32:00,09-02-豊田-快速
2743,11,三鷹,2021-11-22 09:36:00,2021-11-22 09:36:00,09-02-豊田-快速
2744,12,武蔵境,2021-11-22 09:39:00,2021-11-22 09:39:00,09-02-豊田-快速
2745,13,東小金井,2021-11-22 09:41:00,2021-11-22 09:41:00,09-02-豊田-快速
2746,14,武蔵小金井,2021-11-22 09:44:00,2021-11-22 09:44:00,09-02-豊田-快速
2747,15,国分寺,2021-11-22 09:48:00,2021-11-22 09:48:00,09-02-豊田-快速
2748,16,西国分寺,2021-11-22 09:50:00,2021-11-22 09:50:00,09-02-豊田-快速
2749,17,国立,2021-11-22 09:52:00,2021-11-22 09:52:00,09-02-豊田-快速
2750,18,立川,2021-11-22 09:57:00,2021-11-22 09:57:00,09-02-豊田-快速
2751,19,日野(東京),2021-11-22 10:00:00,2021-11-22 10:00:00,09-02-豊田-快速
2752,20,豊田,2021-11-22 10:03:00,,09-02-豊田-快速
2753,0,東京,,2021-11-22 14:10:00,14-10-青梅-快速
2754,1,神田(東京),2021-11-22 14:12:00,2021-11-22 14:12:00,14-10-青梅-快速
2755,2,御茶ノ水,2021-11-22 14:14:00,2021-11-22 14:14:00,14-10-青梅-快速
2756,3,四ツ谷,2021-11-22 14:19:00,2021-11-22 14:19:00,14-10-青梅-快速
2757,4,新宿,2021-11-22 14:25:00,2021-11-22 14:25:00,14-10-青梅-快速
2758,5,中野(東京),2021-11-22 14:29:00,2021-11-22 14:29:00,14-10-青梅-快速
2759,6,高円寺,2021-11-22 14:31:00,2021-11-22 14:31:00,14-10-青梅-快速
2760,7,阿佐ケ谷,2021-11-22 14:33:00,2021-11-22 14:33:00,14-10-青梅-快速
2761,8,荻窪,2021-11-22 14:35:00,2021-11-22 14:35:00,14-10-青梅-快速
2762,9,西荻窪,2021-11-22 14:37:00,2021-11-22 14:37:00,14-10-青梅-快速
2763,10,吉祥寺,2021-11-22 14:39:00,2021-11-22 14:39:00,14-10-青梅-快速
2764,11,三鷹,2021-11-22 14:45:00,2021-11-22 14:45:00,14-10-青梅-快速
2765,12,武蔵境,2021-11-22 14:47:00,2021-11-22 14:47:00,14-10-青梅-快速
2766,13,東小金井,2021-11-22 14:49:00,2021-11-22 14:49:00,14-10-青梅-快速
2767,14,武蔵小金井,2021-11-22 14:51:00,2021-11-22 14:51:00,14-10-青梅-快速
2768,15,国分寺,2021-11-22 14:57:00,2021-11-22 14:57:00,14-10-青梅-快速
2769,16,西国分寺,2021-11-22 14:59:00,2021-11-22 14:59:00,14-10-青梅-快速
2770,17,国立,2021-11-22 15:02:00,2021-11-22 15:02:00,14-10-青梅-快速
2771,18,立川,2021-11-22 15:05:00,2021-11-22 15:05:00,14-10-青梅-快速
2772,19,西立川,2021-11-22 15:09:00,2021-11-22 15:09:00,14-10-青梅-快速
2773,20,東中神,2021-11-22 15:10:00,2021-11-22 15:10:00,14-10-青梅-快速
2774,21,中神,2021-11-22 15:12:00,2021-11-22 15:12:00,14-10-青梅-快速
2775,22,昭島,2021-11-22 15:14:00,2021-11-22 15:14:00,14-10-青梅-快速
2776,23,拝島,2021-11-22 15:17:00,2021-11-22 15:19:00,14-10-青梅-快速
2777,24,牛浜,2021-11-22 15:21:00,2021-11-22 15:21:00,14-10-青梅-快速
2778,25,福生,2021-11-22 15:23:00,2021-11-22 15:23:00,14-10-青梅-快速
2779,26,羽村,2021-11-22 15:25:00,2021-11-22 15:25:00,14-10-青梅-快速
2780,27,小作,2021-11-22 15:28:00,2021-11-22 15:28:00,14-10-青梅-快速
2781,28,河辺,2021-11-22 15:31:00,2021-11-22 15:31:00,14-10-青梅-快速
2782,29,東青梅,2021-11-22 15:33:00,2021-11-22 15:33:00,14-10-青梅-快速
2783,30,青梅,2021-11-22 15:36:00,,14-10-青梅-快速
2784,0,東京,,2021-11-22 16:53:00,16-53-青梅-快速
2785,1,神田(東京),2021-11-22 16:55:00,2021-11-22 16:55:00,16-53-青梅-快速
2786,2,御茶ノ水,2021-11-22 16:57:00,2021-11-22 16:57:00,16-53-青梅-快速
2787,3,四ツ谷,2021-11-22 17:02:00,2021-11-22 17:02:00,16-53-青梅-快速
2788,4,新宿,2021-11-22 17:07:00,2021-11-22 17:07:00,16-53-青梅-快速
2789,5,中野(東京),2021-11-22 17:12:00,2021-11-22 17:12:00,16-53-青梅-快速
2790,6,高円寺,2021-11-22 17:14:00,2021-11-22 17:14:00,16-53-青梅-快速
2791,7,阿佐ケ谷,2021-11-22 17:15:00,2021-11-22 17:15:00,16-53-青梅-快速
2792,8,荻窪,2021-11-22 17:18:00,2021-11-22 17:18:00,16-53-青梅-快速
2793,9,西荻窪,2021-11-22 17:20:00,2021-11-22 17:20:00,16-53-青梅-快速
2794,10,吉祥寺,2021-11-22 17:22:00,2021-11-22 17:22:00,16-53-青梅-快速
2795,11,三鷹,2021-11-22 17:25:00,2021-11-22 17:25:00,16-53-青梅-快速
2796,12,武蔵境,2021-11-22 17:27:00,2021-11-22 17:27:00,16-53-青梅-快速
2797,13,東小金井,2021-11-22 17:30:00,2021-11-22 17:30:00,16-53-青梅-快速
2798,14,武蔵小金井,2021-11-22 17:32:00,2021-11-22 17:32:00,16-53-青梅-快速
2799,15,国分寺,2021-11-22 17:38:00,2021-11-22 17:38:00,16-53-青梅-快速
2800,16,西国分寺,2021-11-22 17:40:00,2021-11-22 17:40:00,16-53-青梅-快速
2801,17,国立,2021-11-22 17:42:00,2021-11-22 17:42:00,16-53-青梅-快速
2802,18,立川,2021-11-22 17:46:00,2021-11-22 17:46:00,16-53-青梅-快速
2803,19,西立川,2021-11-22 17:50:00,2021-11-22 17:50:00,16-53-青梅-快速
2804,20,東中神,2021-11-22 17:52:00,2021-11-22 17:52:00,16-53-青梅-快速
2805,21,中神,2021-11-22 17:54:00,2021-11-22 17:54:00,16-53-青梅-快速
2806,22,昭島,2021-11-22 17:56:00,2021-11-22 17:56:00,16-53-青梅-快速
2807,23,拝島,2021-11-22 18:00:00,2021-11-22 18:00:00,16-53-青梅-快速
2808,24,牛浜,2021-11-22 18:03:00,2021-11-22 18:03:00,16-53-青梅-快速
2809,25,福生,2021-11-22 18:05:00,2021-11-22 18:05:00,16-53-青梅-快速
2810,26,羽村,2021-11-22 18:08:00,2021-11-22 18:08:00,16-53-青梅-快速
2811,27,小作,2021-11-22 18:11:00,2021-11-22 18:11:00,16-53-青梅-快速
2812,28,河辺,2021-11-22 18:14:00,2021-11-22 18:14:00,16-53-青梅-快速
2813,29,東青梅,2021-11-22 18:17:00,2021-11-22 18:17:00,16-53-青梅-快速
2814,30,青梅,2021-11-22 18:20:00,,16-53-青梅-快速
2815,0,東京,,2021-11-22 19:50:00,19-50-高尾-快速
2816,1,神田(東京),2021-11-22 19:52:00,2021-11-22 19:52:00,19-50-高尾-快速
2817,2,御茶ノ水,2021-11-22 19:54:00,2021-11-22 19:54:00,19-50-高尾-快速
2818,3,四ツ谷,2021-11-22 19:59:00,2021-11-22 19:59:00,19-50-高尾-快速
2819,4,新宿,2021-11-22 20:04:00,2021-11-22 20:04:00,19-50-高尾-快速
2820,5,中野(東京),2021-11-22 20:08:00,2021-11-22 20:08:00,19-50-高尾-快速
2821,6,高円寺,2021-11-22 20:10:00,2021-11-22 20:10:00,19-50-高尾-快速
2822,7,阿佐ケ谷,2021-11-22 20:12:00,2021-11-22 20:12:00,19-50-高尾-快速
2823,8,荻窪,2021-11-22 20:14:00,2021-11-22 20:14:00,19-50-高尾-快速
2824,9,西荻窪,2021-11-22 20:16:00,2021-11-22 20:16:00,19-50-高尾-快速
2825,10,吉祥寺,2021-11-22 20:19:00,2021-11-22 20:19:00,19-50-高尾-快速
2826,11,三鷹,2021-11-22 20:21:00,2021-11-22 20:21:00,19-50-高尾-快速
2827,12,武蔵境,2021-11-22 20:24:00,2021-11-22 20:24:00,19-50-高尾-快速
2828,13,東小金井,2021-11-22 20:26:00,2021-11-22 20:26:00,19-50-高尾-快速
2829,14,武蔵小金井,2021-11-22 20:29:00,2021-11-22 20:29:00,19-50-高尾-快速
2830,15,国分寺,2021-11-22 20:35:00,2021-11-22 20:35:00,19-50-高尾-快速
2831,16,西国分寺,2021-11-22 20:37:00,2021-11-22 20:37:00,19-50-高尾-快速
2832,17,国立,2021-11-22 20:39:00,2021-11-22 20:39:00,19-50-高尾-快速
2833,18,立川,2021-11-22 20:43:00,2021-11-22 20:43:00,19-50-高尾-快速
2834,19,日野(東京),2021-11-22 20:46:00,2021-11-22 20:46:00,19-50-高尾-快速
2835,20,豊田,2021-11-22 20:50:00,2021-11-22 20:50:00,19-50-高尾-快速
2836,21,八王子,2021-11-22 20:54:00,2021-11-22 20:54:00,19-50-高尾-快速
2837,22,西八王子,2021-11-22 20:57:00,2021-11-22 20:57:00,19-50-高尾-快速
2838,23,高尾(東京),2021-11-22 21:02:00,,19-50-高尾-快速
2839,0,東京,,2021-11-22 21:20:00,21-20-立川-快速
2840,1,神田(東京),2021-11-22 21:22:00,2021-11-22 21:22:00,21-20-立川-快速
2841,2,御茶ノ水,2021-11-22 21:24:00,2021-11-22 21:24:00,21-20-立川-快速
2842,3,四ツ谷,2021-11-22 21:29:00,2021-11-22 21:29:00,21-20-立川-快速
2843,4,新宿,2021-11-22 21:35:00,2021-11-22 21:35:00,21-20-立川-快速
2844,5,中野(東京),2021-11-22 21:39:00,2021-11-22 21:39:00,21-20-立川-快速
2845,6,高円寺,2021-11-22 21:41:00,2021-11-22 21:41:00,21-20-立川-快速
2846,7,阿佐ケ谷,2021-11-22 21:43:00,2021-11-22 21:43:00,21-20-立川-快速
2847,8,荻窪,2021-11-22 21:45:00,2021-11-22 21:45:00,21-20-立川-快速
2848,9,西荻窪,2021-11-22 21:47:00,2021-11-22 21:47:00,21-20-立川-快速
2849,10,吉祥寺,2021-11-22 21:49:00,2021-11-22 21:49:00,21-20-立川-快速
2850,11,三鷹,2021-11-22 21:57:00,2021-11-22 21:57:00,21-20-立川-快速
2851,12,武蔵境,2021-11-22 21:59:00,2021-11-22 21:59:00,21-20-立川-快速
2852,13,東小金井,2021-11-22 22:02:00,2021-11-22 22:02:00,21-20-立川-快速
2853,14,武蔵小金井,2021-11-22 22:04:00,2021-11-22 22:04:00,21-20-立川-快速
2854,15,国分寺,2021-11-22 22:08:00,2021-11-22 22:08:00,21-20-立川-快速
2855,16,西国分寺,2021-11-22 22:10:00,2021-11-22 22:10:00,21-20-立川-快速
2856,17,国立,2021-11-22 22:12:00,2021-11-22 22:12:00,21-20-立川-快速
2857,18,立川,2021-11-22 22:16:00,,21-20-立川-快速
2858,0,東京,,2021-11-22 08:39:00,08-39-豊田-快速
2859,1,神田(東京),2021-11-22 08:41:00,2021-11-22 08:41:00,08-39-豊田-快速
2860,2,御茶ノ水,2021-11-22 08:43:00,2021-11-22 08:43:00,08-39-豊田-快速
2861,3,四ツ谷,2021-11-22 08:48:00,2021-11-22 08:48:00,08-39-豊田-快速
2862,4,新宿,2021-11-22 08:54:00,2021-11-22 08:54:00,08-39-豊田-快速
2863,5,中野(東京),2021-11-22 08:58:00,2021-11-22 08:58:00,08-39-豊田-快速
2864,6,高円寺,2021-11-22 09:00:00,2021-11-22 09:00:00,08-39-豊田-快速
2865,7,阿佐ケ谷,2021-11-22 09:02:00,2021-11-22 09:02:00,08-39-豊田-快速
2866,8,荻窪,2021-11-22 09:04:00,2021-11-22 09:04:00,08-39-豊田-快速
2867,9,西荻窪,2021-11-22 09:07:00,2021-11-22 09:07:00,08-39-豊田-快速
2868,10,吉祥寺,2021-11-22 09:09:00,2021-11-22 09:09:00,08-39-豊田-快速
2869,11,三鷹,2021-11-22 09:13:00,2021-11-22 09:13:00,08-39-豊田-快速
2870,12,武蔵境,2021-11-22 09:15:00,2021-11-22 09:15:00,08-39-豊田-快速
2871,13,東小金井,2021-11-22 09:17:00,2021-11-22 09:17:00,08-39-豊田-快速
2872,14,武蔵小金井,2021-11-22 09:20:00,2021-11-22 09:20:00,08-39-豊田-快速
2873,15,国分寺,2021-11-22 09:27:00,2021-11-22 09:27:00,08-39-豊田-快速
2874,16,西国分寺,2021-11-22 09:29:00,2021-11-22 09:29:00,08-39-豊田-快速
2875,17,国立,2021-11-22 09:32:00,2021-11-22 09:32:00,08-39-豊田-快速
2876,18,立川,2021-11-22 09:35:00,2021-11-22 09:35:00,08-39-豊田-快速
2877,19,日野(東京),2021-11-22 09:38:00,2021-11-22 09:38:00,08-39-豊田-快速
2878,20,豊田,2021-11-22 09:42:00,,08-39-豊田-快速
2879,0,東京,,2021-11-22 22:10:00,22-10-青梅-快速
2880,1,神田(東京),2021-11-22 22:12:00,2021-11-22 22:12:00,22-10-青梅-快速
2881,2,御茶ノ水,2021-11-22 22:15:00,2021-11-22 22:15:00,22-10-青梅-快速
2882,3,四ツ谷,2021-11-22 22:19:00,2021-11-22 22:19:00,22-10-青梅-快速
2883,4,新宿,2021-11-22 22:24:00,2021-11-22 22:24:00,22-10-青梅-快速
2884,5,中野(東京),2021-11-22 22:29:00,2021-11-22 22:29:00,22-10-青梅-快速
2885,6,高円寺,2021-11-22 22:31:00,2021-11-22 22:31:00,22-10-青梅-快速
2886,7,阿佐ケ谷,2021-11-22 22:32:00,2021-11-22 22:32:00,22-10-青梅-快速
2887,8,荻窪,2021-11-22 22:35:00,2021-11-22 22:35:00,22-10-青梅-快速
2888,9,西荻窪,2021-11-22 22:37:00,2021-11-22 22:37:00,22-10-青梅-快速
2889,10,吉祥寺,2021-11-22 22:39:00,2021-11-22 22:39:00,22-10-青梅-快速
2890,11,三鷹,2021-11-22 22:45:00,2021-11-22 22:45:00,22-10-青梅-快速
2891,12,武蔵境,2021-11-22 22:48:00,2021-11-22 22:48:00,22-10-青梅-快速
2892,13,東小金井,2021-11-22 22:50:00,2021-11-22 22:50:00,22-10-青梅-快速
2893,14,武蔵小金井,2021-11-22 22:53:00,2021-11-22 22:53:00,22-10-青梅-快速
2894,15,国分寺,2021-11-22 23:01:00,2021-11-22 23:01:00,22-10-青梅-快速
